trial_index_0based,masterordering_1based,subjectim_slot_1based,nsd_image_id_0based,nsd_image_id_1based,split,shared1000,subject1,coco_id,coco_split
2217,1580,1580,2285,2286,train,False,True,88250,val2017
2218,8124,8124,50610,50611,train,False,True,169097,train2017
2219,5943,5943,42823,42824,train,False,True,400453,train2017
2220,5855,5855,69462,69463,train,False,True,504158,train2017
2221,2059,2059,71,72,train,False,True,286908,val2017
2222,1909,1909,48640,48641,train,False,True,551148,train2017
2223,4149,4149,72002,72003,train,False,True,514269,train2017
2224,7432,7432,750,751,train,False,True,33109,val2017
2225,2391,2391,29935,29936,train,False,True,350361,train2017
2226,6332,6332,6071,6072,train,False,True,271741,train2017
2227,7601,7601,61864,61865,train,False,True,212647,train2017
2228,5828,5828,18028,18029,train,False,True,546586,train2017
2229,1980,1980,67599,67600,train,False,True,496932,train2017
2230,7999,7999,60393,60394,train,False,True,207033,train2017
2231,8778,8778,7379,7380,train,False,True,537968,train2017
2232,7997,7997,40512,40513,train,False,True,391538,train2017
2233,8529,8529,22214,22215,train,False,True,113315,train2017
2234,4325,4325,30187,30188,train,False,True,89236,train2017
2235,6387,6387,12593,12594,train,False,True,29180,train2017
2236,9337,9337,48606,48607,train,False,True,423165,train2017
2237,929,929,67204,67205,test,True,True,495387,train2017
2238,4314,4314,50507,50508,train,False,True,168706,train2017
2239,750,750,54698,54699,test,True,True,447182,train2017
2240,2905,2905,52642,52643,train,False,True,439200,train2017
2241,856,856,62015,62016,test,True,True,213288,train2017
2242,2736,2736,63887,63888,train,False,True,220568,train2017
2243,6329,6329,1278,1279,train,False,True,372260,val2017
2244,3118,3118,50963,50964,train,False,True,170519,train2017
2245,7571,7571,27149,27150,train,False,True,339633,train2017
2246,1301,1301,13842,13843,train,False,True,294934,train2017
2247,7859,7859,53876,53877,train,False,True,181771,train2017
2248,2199,2199,41528,41529,train,False,True,395598,train2017
2249,1019,1019,53587,53588,train,False,True,180682,train2017
2250,9456,9456,26125,26126,train,False,True,73537,train2017
2251,8845,8845,35246,35247,train,False,True,370808,train2017
2252,9913,9913,27204,27205,train,False,True,339852,train2017
2253,3067,3067,68391,68392,train,False,True,237911,train2017
2254,5323,5323,23978,23979,train,False,True,327490,train2017
2255,7452,7452,43362,43363,train,False,True,140340,train2017
2256,1019,1019,53587,53588,train,False,True,180682,train2017
2257,1812,1812,39767,39768,train,False,True,161337,train2017
2258,5763,5763,52733,52734,train,False,True,5907,train2017
2259,5763,5763,52733,52734,train,False,True,5907,train2017
2260,7462,7462,62584,62585,train,False,True,215474,train2017
2261,4255,4255,72791,72792,train,False,True,517340,train2017
2262,2390,2390,49575,49576,train,False,True,114868,train2017
2263,1051,1051,62528,62529,train,False,True,341710,train2017
2264,9715,9715,19763,19764,train,False,True,50827,train2017
2265,9868,9868,63062,63063,train,False,True,217322,train2017
2266,4245,4245,48021,48022,train,False,True,420883,train2017
2267,5828,5828,18028,18029,train,False,True,546586,train2017
2268,2807,2807,13269,13270,train,False,True,293242,train2017
2269,7437,7437,51800,51801,train,False,True,173797,train2017
2270,7091,7091,39291,39292,train,False,True,124718,train2017
2271,321,321,25268,25269,test,True,True,332498,train2017
2272,9658,9658,49170,49171,train,False,True,425461,train2017
2273,3299,3299,26002,26003,train,False,True,335208,train2017
2274,2903,2903,47988,47989,train,False,True,158582,train2017
2275,6344,6344,50809,50810,train,False,True,169902,train2017
2276,5718,5718,10868,10869,train,False,True,286353,train2017
2277,5544,5544,2272,2273,train,False,True,97988,val2017
2278,8346,8346,11767,11768,train,False,True,26802,train2017
2279,4823,4823,57578,57579,train,False,True,196104,train2017
2280,3848,3848,23980,23981,train,False,True,65353,train2017
2281,1279,1279,42764,42765,train,False,True,400245,train2017
2282,7452,7452,43362,43363,train,False,True,140340,train2017
2283,9143,9143,35229,35230,train,False,True,370729,train2017
2284,2882,2882,71113,71114,train,False,True,510606,train2017
2285,385,385,28751,28752,test,True,True,345751,train2017
2286,2694,2694,41870,41871,train,False,True,134807,train2017
2287,8697,8697,47621,47622,train,False,True,157202,train2017
2288,4072,4072,33000,33001,train,False,True,99893,train2017
2289,5526,5526,14577,14578,train,False,True,34892,train2017
2290,6492,6492,71735,71736,train,False,True,251027,train2017
2291,2086,2086,62548,62549,train,False,True,560172,train2017
2292,8777,8777,35004,35005,train,False,True,107678,train2017
2293,1461,1461,46890,46891,train,False,True,287867,train2017
2294,4587,4587,70890,70891,train,False,True,247625,train2017
2295,9885,9885,61093,61094,train,False,True,471799,train2017
2296,5884,5884,70775,70776,train,False,True,247209,train2017
2297,206,206,16917,16918,test,True,True,263276,train2017
2298,5718,5718,10868,10869,train,False,True,286353,train2017
2299,2199,2199,41528,41529,train,False,True,395598,train2017
2300,1651,1651,28743,28744,train,False,True,345719,train2017
2301,3109,3109,53962,53963,train,False,True,74037,train2017
2302,6368,6368,22939,22940,train,False,True,61494,train2017
2303,107,107,9147,9148,test,True,True,543254,train2017
2304,5495,5495,13208,13209,train,False,True,293057,train2017
2305,4415,4415,61113,61114,train,False,True,209701,train2017
2306,5495,5495,13208,13209,train,False,True,293057,train2017
2307,3319,3319,65518,65519,train,False,True,168865,train2017
2308,3135,3135,58403,58404,train,False,True,461414,train2017
2309,783,783,56723,56724,test,True,True,454915,train2017
2310,4149,4149,72002,72003,train,False,True,514269,train2017
2311,2187,2187,53037,53038,train,False,True,178587,train2017
2312,2543,2543,13776,13777,train,False,True,556910,train2017
2313,6395,6395,16752,16753,train,False,True,41688,train2017
2314,5190,5190,29469,29470,train,False,True,348571,train2017
2315,3843,3843,23931,23932,train,False,True,65197,train2017
2316,7603,7603,65091,65092,train,False,True,225191,train2017
2317,5855,5855,69462,69463,train,False,True,504158,train2017
2318,131,131,11159,11160,test,True,True,549301,train2017
2319,5104,5104,2182,2183,train,False,True,186282,val2017
2320,9658,9658,49170,49171,train,False,True,425461,train2017
2321,3702,3702,25002,25003,train,False,True,69283,train2017
2322,4154,4154,1510,1511,train,False,True,45229,val2017
2323,7430,7430,64110,64111,train,False,True,221487,train2017
2324,8432,8432,14629,14630,train,False,True,297210,train2017
2325,322,322,25284,25285,test,True,True,70421,train2017
2326,6632,6632,19895,19896,train,False,True,490532,train2017
2327,7698,7698,67353,67354,train,False,True,495989,train2017
2328,6385,6385,61875,61876,train,False,True,212688,train2017
2329,9905,9905,20825,20826,train,False,True,316152,train2017
2330,6299,6299,15688,15689,train,False,True,6397,train2017
2331,2435,2435,66102,66103,train,False,True,491140,train2017
2332,7927,7927,13808,13809,train,False,True,32700,train2017
2333,7571,7571,27149,27150,train,False,True,339633,train2017
2334,7073,7073,61290,61291,train,False,True,472485,train2017
2335,1956,1956,45671,45672,train,False,True,149470,train2017
2336,6405,6405,5484,5485,train,False,True,269871,train2017
2337,5692,5692,14553,14554,train,False,True,34830,train2017
2338,9267,9267,27003,27004,train,False,True,76873,train2017
2339,1655,1655,21520,21521,train,False,True,580562,train2017
2340,288,288,22886,22887,test,True,True,61288,train2017
2341,287,287,22879,22880,test,True,True,61266,train2017
2342,6103,6103,53554,53555,train,False,True,442695,train2017
2343,9470,9470,32701,32702,train,False,True,360927,train2017
2344,1734,1734,58535,58536,train,False,True,199794,train2017
2345,5448,5448,7034,7035,train,False,True,12567,train2017
2346,2058,2058,44869,44870,train,False,True,417610,train2017
2347,9549,9549,33930,33931,train,False,True,103455,train2017
2348,3026,3026,40957,40958,train,False,True,371376,train2017
2349,3409,3409,29196,29197,train,False,True,347455,train2017
2350,5926,5926,53976,53977,train,False,True,444274,train2017
2351,2735,2735,63707,63708,train,False,True,482007,train2017
2352,8967,8967,25032,25033,train,False,True,331530,train2017
2353,1135,1135,33093,33094,train,False,True,362395,train2017
2354,7996,7996,29511,29512,train,False,True,86602,train2017
2355,9750,9750,44464,44465,train,False,True,406841,train2017
2356,8548,8548,59586,59587,train,False,True,466083,train2017
2357,3828,3828,45734,45735,train,False,True,231941,train2017
2358,8988,8988,72930,72931,train,False,True,517822,train2017
2359,1994,1994,40189,40190,train,False,True,128106,train2017
2360,8135,8135,31245,31246,train,False,True,277653,train2017
2361,150,150,12308,12309,test,True,True,552589,train2017
2362,3319,3319,65518,65519,train,False,True,168865,train2017
2363,2819,2819,51251,51252,train,False,True,433826,train2017
2364,3173,3173,3269,3270,train,False,True,955,train2017
2365,9020,9020,61361,61362,train,False,True,472776,train2017
2366,9885,9885,61093,61094,train,False,True,471799,train2017
2367,318,318,25111,25112,test,True,True,69705,train2017
2368,4782,4782,70372,70373,train,False,True,507830,train2017
2369,8573,8573,4444,4445,train,False,True,4502,train2017
2370,9477,9477,27736,27737,train,False,True,79733,train2017
2371,6761,6761,44316,44317,train,False,True,406253,train2017
2372,9750,9750,44464,44465,train,False,True,406841,train2017
2373,4325,4325,30187,30188,train,False,True,89236,train2017
2374,7547,7547,12921,12922,train,False,True,30106,train2017
2375,1584,1584,20164,20165,train,False,True,314192,train2017
2376,5190,5190,29469,29470,train,False,True,348571,train2017
2377,6069,6069,21953,21954,train,False,True,57647,train2017
2378,8197,8197,9193,9194,train,False,True,19085,train2017
2379,1836,1836,28170,28171,train,False,True,343543,train2017
2380,274,274,22495,22496,test,True,True,321902,train2017
2381,7034,7034,65609,65610,train,False,True,489302,train2017
2382,9029,9029,36192,36193,train,False,True,374576,train2017
2383,529,529,40423,40424,test,True,True,129060,train2017
2384,6028,6028,45522,45523,train,False,True,411082,train2017
2385,2230,2230,6441,6442,train,False,True,272889,train2017
2386,5208,5208,4476,4477,train,False,True,4608,train2017
2387,7437,7437,51800,51801,train,False,True,173797,train2017
2388,3023,3023,637,638,train,False,True,145591,val2017
2389,7378,7378,13716,13717,train,False,True,32456,train2017
2390,1980,1980,67599,67600,train,False,True,496932,train2017
2391,7373,7373,21566,21567,train,False,True,318562,train2017
2392,7547,7547,12921,12922,train,False,True,30106,train2017
2393,7526,7526,67908,67909,train,False,True,39335,train2017
2394,1114,1114,24647,24648,train,False,True,11326,train2017
2395,6368,6368,22939,22940,train,False,True,61494,train2017
2396,5323,5323,23978,23979,train,False,True,327490,train2017
2397,5482,5482,27102,27103,train,False,True,314758,train2017
2398,7438,7438,42169,42170,train,False,True,135959,train2017
2399,1178,1178,42941,42942,train,False,True,400915,train2017
2400,7465,7465,55506,55507,train,False,True,450305,train2017
2401,2108,2108,26419,26420,train,False,True,536729,train2017
2402,6459,6459,70598,70599,train,False,True,246499,train2017
2403,5608,5608,14620,14621,train,False,True,297181,train2017
2404,5987,5987,72134,72135,train,False,True,252617,train2017
2405,4200,4200,60126,60127,train,False,True,468163,train2017
2406,4836,4836,16318,16319,train,False,True,564659,train2017
2407,4422,4422,23026,23027,train,False,True,272441,train2017
2408,9117,9117,65341,65342,train,False,True,226102,train2017
2409,4016,4016,6603,6604,train,False,True,11244,train2017
2410,8763,8763,17300,17301,train,False,True,305485,train2017
2411,7001,7001,46113,46114,train,False,True,413349,train2017
2412,6459,6459,70598,70599,train,False,True,246499,train2017
2413,5561,5561,14626,14627,train,False,True,297198,train2017
2414,7734,7734,52275,52276,train,False,True,437738,train2017
2415,1557,1557,2271,2272,train,False,True,227478,val2017
2416,7630,7630,32168,32169,train,False,True,96625,train2017
2417,7526,7526,67908,67909,train,False,True,39335,train2017
2418,3007,3007,43891,43892,train,False,True,404596,train2017
2419,131,131,11159,11160,test,True,True,549301,train2017
2420,8806,8806,41760,41761,train,False,True,396467,train2017
2421,8344,8344,11125,11126,train,False,True,287044,train2017
2422,8480,8480,5030,5031,train,False,True,268412,train2017
2423,3978,3978,28806,28807,train,False,True,83818,train2017
2424,3614,3614,14419,14420,train,False,True,34455,train2017
2425,4153,4153,22048,22049,train,False,True,320192,train2017
2426,8529,8529,22214,22215,train,False,True,113315,train2017
2427,6393,6393,33412,33413,train,False,True,101515,train2017
2428,8746,8746,48351,48352,train,False,True,422192,train2017
2429,5323,5323,23978,23979,train,False,True,327490,train2017
2430,2999,2999,47369,47370,train,False,True,156246,train2017
2431,10000,10000,11123,11124,train,False,True,287041,train2017
2432,8705,8705,19765,19766,train,False,True,307209,train2017
2433,8825,8825,22352,22353,train,False,True,321330,train2017
2434,1805,1805,29455,29456,train,False,True,348522,train2017
2435,428,428,31801,31802,test,True,True,95176,train2017
2436,1155,1155,21186,21187,train,False,True,317310,train2017
2437,1689,1689,17504,17505,train,False,True,306080,train2017
2438,1350,1350,36480,36481,train,False,True,106315,train2017
2439,9719,9719,45185,45186,train,False,True,147576,train2017
2440,4046,4046,39970,39971,train,False,True,127316,train2017
2441,1483,1483,55831,55832,train,False,True,337401,train2017
2442,7438,7438,42169,42170,train,False,True,135959,train2017
2443,9093,9093,67671,67672,train,False,True,235031,train2017
2444,2452,2452,37897,37898,train,False,True,119232,train2017
2445,3067,3067,68391,68392,train,False,True,237911,train2017
2446,382,382,28595,28596,test,True,True,345149,train2017
2447,1364,1364,27279,27280,train,False,True,340160,train2017
2448,2889,2889,25928,25929,train,False,True,334957,train2017
2449,9730,9730,11376,11377,train,False,True,25695,train2017
2450,6156,6156,34824,34825,train,False,True,323668,train2017
2451,4520,4520,19320,19321,train,False,True,573762,train2017
2452,1812,1812,39767,39768,train,False,True,161337,train2017
2453,6250,6250,37842,37843,train,False,True,381173,train2017
2454,2451,2451,38936,38937,train,False,True,123201,train2017
2455,735,735,53511,53512,test,True,True,180410,train2017
2456,318,318,25111,25112,test,True,True,69705,train2017
2457,2059,2059,71,72,train,False,True,286908,val2017
2458,1258,1258,11027,11028,train,False,True,548930,train2017
2459,2694,2694,41870,41871,train,False,True,134807,train2017
2460,2614,2614,16532,16533,train,False,True,41005,train2017
2461,2435,2435,66102,66103,train,False,True,491140,train2017
2462,320,320,25250,25251,test,True,True,332448,train2017
2463,4016,4016,6603,6604,train,False,True,11244,train2017
2464,7465,7465,55506,55507,train,False,True,450305,train2017
2465,941,941,68339,68340,test,True,True,237697,train2017
2466,3482,3482,16649,16650,train,False,True,303485,train2017
2467,5612,5612,3570,3571,train,False,True,1915,train2017
2468,5116,5116,57953,57954,train,False,True,197591,train2017
2469,5800,5800,13386,13387,train,False,True,136310,train2017
2470,3244,3244,5929,5930,train,False,True,533402,train2017
2471,2920,2920,37034,37035,train,False,True,440310,train2017
2472,4010,4010,20132,20133,train,False,True,576225,train2017
2473,3098,3098,34644,34645,train,False,True,368402,train2017
2474,5116,5116,57953,57954,train,False,True,197591,train2017
2475,8708,8708,66776,66777,train,False,True,252937,train2017
2476,5104,5104,2182,2183,train,False,True,186282,val2017
2477,4550,4550,24984,24985,train,False,True,98915,train2017
2478,2065,2065,24322,24323,train,False,True,66727,train2017
2479,8042,8042,47542,47543,train,False,True,419053,train2017
2480,7841,7841,3710,3711,train,False,True,264461,train2017
2481,5653,5653,14986,14987,train,False,True,36196,train2017
2482,3409,3409,29196,29197,train,False,True,347455,train2017
2483,267,267,21950,21951,test,True,True,57631,train2017
2484,6209,6209,10824,10825,train,False,True,548337,train2017
2485,7284,7284,67779,67780,train,False,True,235443,train2017
2486,3789,3789,29500,29501,train,False,True,348715,train2017
2487,2086,2086,62548,62549,train,False,True,560172,train2017
2488,1590,1590,20026,20027,train,False,True,575901,train2017
2489,7948,7948,42889,42890,train,False,True,400709,train2017
2490,361,361,27326,27327,test,True,True,340317,train2017
2491,5356,5356,27278,27279,train,False,True,340157,train2017
2492,8352,8352,14417,14418,train,False,True,34445,train2017
2493,8957,8957,55384,55385,train,False,True,187709,train2017
2494,6438,6438,72395,72396,train,False,True,253712,train2017
2495,2138,2138,8444,8445,train,False,True,279136,train2017
2496,5892,5892,64155,64156,train,False,True,483817,train2017
2497,5196,5196,60692,60693,train,False,True,470343,train2017
2498,7659,7659,52136,52137,train,False,True,437240,train2017
2499,7449,7449,24921,24922,train,False,True,331093,train2017
2500,5189,5189,28240,28241,train,False,True,581594,train2017
2501,413,413,30856,30857,test,True,True,364806,train2017
2502,3049,3049,69970,69971,train,False,True,506201,train2017
2503,6860,6860,5884,5885,train,False,True,533258,train2017
2504,6814,6814,9277,9278,train,False,True,19324,train2017
2505,3209,3209,20496,20497,train,False,True,315209,train2017
2506,2824,2824,71168,71169,train,False,True,248678,train2017
2507,9523,9523,59462,59463,train,False,True,203452,train2017
2508,607,607,44720,44721,test,True,True,461187,train2017
2509,3680,3680,13377,13378,train,False,True,293543,train2017
2510,6393,6393,33412,33413,train,False,True,101515,train2017
2511,2824,2824,71168,71169,train,False,True,248678,train2017
2512,9698,9698,7323,7324,train,False,True,537782,train2017
2513,2521,2521,70864,70865,train,False,True,247536,train2017
2514,1655,1655,21520,21521,train,False,True,580562,train2017
2515,8369,8369,53536,53537,train,False,True,180490,train2017
2516,7114,7114,14163,14164,train,False,True,558012,train2017
2517,7037,7037,4719,4720,train,False,True,529645,train2017
2518,4461,4461,10410,10411,train,False,True,22797,train2017
2519,2082,2082,69481,69482,train,False,True,433563,train2017
2520,2187,2187,53037,53038,train,False,True,178587,train2017
2521,8341,8341,38375,38376,train,False,True,121047,train2017
2522,5225,5225,50632,50633,train,False,True,431322,train2017
2523,2315,2315,32555,32556,train,False,True,98213,train2017
2524,6131,6131,17096,17097,train,False,True,42750,train2017
2525,8269,8269,6752,6753,train,False,True,273855,train2017
2526,7991,7991,46226,46227,train,False,True,413811,train2017
2527,9759,9759,57909,57910,train,False,True,197408,train2017
2528,7926,7926,52380,52381,train,False,True,438180,train2017
2529,1557,1557,2271,2272,train,False,True,227478,val2017
2530,9523,9523,59462,59463,train,False,True,203452,train2017
2531,9267,9267,27003,27004,train,False,True,76873,train2017
2532,2728,2728,33520,33521,train,False,True,101951,train2017
2533,9748,9748,25455,25456,train,False,True,71011,train2017
2534,3007,3007,43891,43892,train,False,True,404596,train2017
2535,4814,4814,30653,30654,train,False,True,146224,train2017
2536,1592,1592,49275,49276,train,False,True,420506,train2017
2537,2819,2819,51251,51252,train,False,True,433826,train2017
2538,8341,8341,38375,38376,train,False,True,121047,train2017
2539,6682,6682,42393,42394,train,False,True,136721,train2017
2540,7509,7509,17619,17620,train,False,True,44336,train2017
2541,3137,3137,52670,52671,train,False,True,439299,train2017
2542,6072,6072,25223,25224,train,False,True,70197,train2017
2543,832,832,60505,60506,test,True,True,203615,train2017
2544,3201,3201,71015,71016,train,False,True,510299,train2017
2545,4550,4550,24984,24985,train,False,True,98915,train2017
2546,3223,3223,10715,10716,train,False,True,285877,train2017
2547,6023,6023,58572,58573,train,False,True,199960,train2017
2548,9095,9095,38669,38670,train,False,True,292127,train2017
2549,9885,9885,61093,61094,train,False,True,471799,train2017
2550,5356,5356,27278,27279,train,False,True,340157,train2017
2551,7184,7184,46967,46968,train,False,True,416746,train2017
2552,783,783,56723,56724,test,True,True,454915,train2017
2553,6799,6799,32778,32779,train,False,True,99077,train2017
2554,8511,8511,7901,7902,train,False,True,277393,train2017
2555,8998,8998,55001,55002,train,False,True,186246,train2017
2556,4110,4110,27812,27813,train,False,True,342183,train2017
2557,8859,8859,20203,20204,train,False,True,314306,train2017
2558,7360,7360,7867,7868,train,False,True,177284,train2017
2559,7996,7996,29511,29512,train,False,True,86602,train2017
2560,280,280,22587,22588,test,True,True,322255,train2017
2561,4700,4700,6991,6992,train,False,True,12459,train2017
2562,7413,7413,7062,7063,train,False,True,12679,train2017
2563,3497,3497,8239,8240,train,False,True,540636,train2017
2564,3744,3744,5773,5774,train,False,True,8644,train2017
2565,5892,5892,64155,64156,train,False,True,483817,train2017
2566,4550,4550,24984,24985,train,False,True,98915,train2017
2567,3692,3692,41861,41862,train,False,True,240915,train2017
2568,4116,4116,61946,61947,train,False,True,212967,train2017
2569,2727,2727,69034,69035,train,False,True,502513,train2017
2570,8506,8506,37577,37578,train,False,True,380084,train2017
2571,4836,4836,16318,16319,train,False,True,564659,train2017
2572,82,82,7859,7860,test,True,True,539395,train2017
2573,3189,3189,57776,57777,train,False,True,459003,train2017
2574,3848,3848,23980,23981,train,False,True,65353,train2017
2575,5728,5728,62089,62090,train,False,True,213537,train2017
2576,6814,6814,9277,9278,train,False,True,19324,train2017
2577,705,705,51745,51746,test,True,True,28930,train2017
2578,3322,3322,56124,56125,train,False,True,250200,train2017
2579,8808,8808,54993,54994,train,False,True,186205,train2017
2580,607,607,44720,44721,test,True,True,461187,train2017
2581,7462,7462,62584,62585,train,False,True,215474,train2017
2582,3286,3286,31700,31701,train,False,True,356906,train2017
2583,7531,7531,18427,18428,train,False,True,46760,train2017
2584,891,891,65010,65011,test,True,True,224869,train2017
2585,1700,1700,38921,38922,train,False,True,123155,train2017
2586,935,935,67802,67803,test,True,True,82945,train2017
2587,4457,4457,27871,27872,train,False,True,493972,train2017
2588,4700,4700,6991,6992,train,False,True,12459,train2017
2589,8700,8700,49256,49257,train,False,True,425805,train2017
2590,5526,5526,14577,14578,train,False,True,34892,train2017
2591,7284,7284,67779,67780,train,False,True,235443,train2017
2592,8852,8852,1844,1845,train,False,True,13348,val2017
2593,529,529,40423,40424,test,True,True,129060,train2017
2594,2940,2940,20185,20186,train,False,True,314247,train2017
2595,4241,4241,25893,25894,train,False,True,334826,train2017
2596,6103,6103,53554,53555,train,False,True,442695,train2017
2597,1805,1805,29455,29456,train,False,True,348522,train2017
2598,2744,2744,43769,43770,train,False,True,242113,train2017
2599,7616,7616,7296,7297,train,False,True,537689,train2017
2600,5371,5371,62271,62272,train,False,True,214213,train2017
2601,7659,7659,52136,52137,train,False,True,437240,train2017
2602,6682,6682,42393,42394,train,False,True,136721,train2017
2603,7055,7055,1949,1950,train,False,True,103723,val2017
2604,3244,3244,5929,5930,train,False,True,533402,train2017
2605,5190,5190,29469,29470,train,False,True,348571,train2017
2606,3482,3482,16649,16650,train,False,True,303485,train2017
2607,9750,9750,44464,44465,train,False,True,406841,train2017
2608,8705,8705,19765,19766,train,False,True,307209,train2017
2609,2646,2646,35018,35019,train,False,True,21046,train2017
2610,5872,5872,49717,49718,train,False,True,427679,train2017
2611,7459,7459,5987,5988,train,False,True,271424,train2017
2612,6849,6849,51498,51499,train,False,True,172681,train2017
2613,1980,1980,67599,67600,train,False,True,496932,train2017
2614,2408,2408,36263,36264,train,False,True,374890,train2017
2615,1,1,2950,2951,test,True,True,262145,train2017
2616,5749,5749,15061,15062,train,False,True,36406,train2017
2617,2315,2315,32555,32556,train,False,True,98213,train2017
2618,1677,1677,18413,18414,train,False,True,46736,train2017
2619,7462,7462,62584,62585,train,False,True,215474,train2017
2620,7132,7132,32945,32946,train,False,True,361842,train2017
2621,6370,6370,12887,12888,train,False,True,48692,train2017
2622,4700,4700,6991,6992,train,False,True,12459,train2017
2623,5718,5718,10868,10869,train,False,True,286353,train2017
2624,5228,5228,51737,51738,train,False,True,435703,train2017
2625,1228,1228,36495,36496,train,False,True,375814,train2017
2626,3223,3223,10715,10716,train,False,True,285877,train2017
2627,8688,8688,28149,28150,train,False,True,81336,train2017
2628,8501,8501,33903,33904,train,False,True,103361,train2017
2629,9053,9053,69704,69705,train,False,True,242998,train2017
2630,5077,5077,72300,72301,train,False,True,253282,train2017
2631,5697,5697,37838,37839,train,False,True,119015,train2017
2632,8269,8269,6752,6753,train,False,True,273855,train2017
2633,3395,3395,50850,50851,train,False,True,432218,train2017
2634,3299,3299,26002,26003,train,False,True,335208,train2017
2635,705,705,51745,51746,test,True,True,28930,train2017
2636,361,361,27326,27327,test,True,True,340317,train2017
2637,7948,7948,42889,42890,train,False,True,400709,train2017
2638,8823,8823,67573,67574,train,False,True,234676,train2017
2639,385,385,28751,28752,test,True,True,345751,train2017
2640,9158,9158,30697,30698,train,False,True,511752,train2017
2641,3593,3593,41333,41334,train,False,True,132710,train2017
2642,8818,8818,38718,38719,train,False,True,384520,train2017
2643,6137,6137,32611,32612,train,False,True,98439,train2017
2644,5498,5498,43162,43163,train,False,True,139568,train2017
2645,6302,6302,69872,69873,train,False,True,505827,train2017
2646,6643,6643,63723,63724,train,False,True,219926,train2017
2647,7920,7920,27611,27612,train,False,True,79261,train2017
2648,9552,9552,51665,51666,train,False,True,28878,train2017
2649,4472,4472,27699,27700,train,False,True,79616,train2017
2650,8942,8942,48811,48812,train,False,True,424002,train2017
2651,6446,6446,57009,57010,train,False,True,456064,train2017
2652,672,672,48832,48833,test,True,True,424110,train2017
2653,4777,4777,24514,24515,train,False,True,67440,train2017
2654,9601,9601,65352,65353,train,False,True,488316,train2017
2655,3201,3201,71015,71016,train,False,True,510299,train2017
2656,2058,2058,44869,44870,train,False,True,417610,train2017
2657,8700,8700,49256,49257,train,False,True,425805,train2017
2658,4752,4752,56225,56226,train,False,True,190826,train2017
2659,7284,7284,67779,67780,train,False,True,235443,train2017
2660,9685,9685,69800,69801,train,False,True,505538,train2017
2661,7574,7574,37143,37144,train,False,True,543676,train2017
2662,2127,2127,3266,3267,train,False,True,263084,train2017
2663,607,607,44720,44721,test,True,True,461187,train2017
2664,1114,1114,24647,24648,train,False,True,11326,train2017
2665,1783,1783,64888,64889,train,False,True,486533,train2017
2666,1496,1496,48533,48534,train,False,True,160746,train2017
2667,3223,3223,10715,10716,train,False,True,285877,train2017
2668,163,163,13613,13614,test,True,True,32134,train2017
2669,7407,7407,48631,48632,train,False,True,423256,train2017
2670,1084,1084,60748,60749,train,False,True,33126,train2017
2671,6299,6299,15688,15689,train,False,True,6397,train2017
2672,5697,5697,37838,37839,train,False,True,119015,train2017
2673,4241,4241,25893,25894,train,False,True,334826,train2017
2674,3299,3299,26002,26003,train,False,True,335208,train2017
2675,413,413,30856,30857,test,True,True,364806,train2017
2676,7412,7412,44879,44880,train,False,True,408543,train2017
2677,5352,5352,50005,50006,train,False,True,552066,train2017
2678,1366,1366,18960,18961,train,False,True,48417,train2017
2679,9300,9300,49413,49414,train,False,True,164286,train2017
2680,4386,4386,228,229,train,False,True,393838,val2017
2681,2999,2999,47369,47370,train,False,True,156246,train2017
2682,272,272,22263,22264,test,True,True,359337,train2017
2683,8042,8042,47542,47543,train,False,True,419053,train2017
2684,6990,6990,13908,13909,train,False,True,557272,train2017
2685,9023,9023,63113,63114,train,False,True,217496,train2017
2686,9595,9595,1065,1066,train,False,True,470173,val2017
2687,6998,6998,65387,65388,train,False,True,443987,train2017
2688,2150,2150,61201,61202,train,False,True,210012,train2017
2689,4920,4920,35343,35344,train,False,True,109051,train2017
2690,704,704,51521,51522,test,True,True,420713,train2017
2691,3283,3283,26113,26114,train,False,True,73508,train2017
2692,7114,7114,14163,14164,train,False,True,558012,train2017
2693,3199,3199,28053,28054,train,False,True,343068,train2017
2694,2127,2127,3266,3267,train,False,True,263084,train2017
2695,6840,6840,45848,45849,train,False,True,412355,train2017
2696,6405,6405,5484,5485,train,False,True,269871,train2017
2697,3118,3118,50963,50964,train,False,True,170519,train2017
2698,5192,5192,70954,70955,train,False,True,510059,train2017
2699,83,83,7944,7945,test,True,True,277524,train2017
2700,6114,6114,29858,29859,train,False,True,350099,train2017
2701,3665,3665,7223,7224,train,False,True,537461,train2017
2702,3789,3789,29500,29501,train,False,True,348715,train2017
2703,8197,8197,9193,9194,train,False,True,19085,train2017
2704,7927,7927,13808,13809,train,False,True,32700,train2017
2705,7700,7700,7316,7317,train,False,True,13482,train2017
2706,7890,7890,19137,19138,train,False,True,311066,train2017
2707,1712,1712,27184,27185,train,False,True,77615,train2017
2708,8852,8852,1844,1845,train,False,True,13348,val2017
2709,910,910,66004,66005,test,True,True,228565,train2017
2710,1349,1349,47974,47975,train,False,True,420666,train2017
2711,5954,5954,64330,64331,train,False,True,24859,train2017
2712,6502,6502,6679,6680,train,False,True,273637,train2017
2713,8700,8700,49256,49257,train,False,True,425805,train2017
2714,3288,3288,68622,68623,train,False,True,83490,train2017
2715,9748,9748,25455,25456,train,False,True,71011,train2017
2716,295,295,23715,23716,test,True,True,10743,train2017
2717,3288,3288,68622,68623,train,False,True,83490,train2017
