method,image_id,candidate_index,uses_ground_truth,diagnostic_only,deployable,ranking_scores
C-selected,35234,5,False,False,True,"[0.643226483681576, 0.6726019315356686, 0.7131228643522505, 0.631173041086115, 0.4381169243827251, 0.7695150582710777, 0.7209355851390669, 0.657468316496677]"
C-selected,35269,2,False,False,True,"[0.767231941274885, 0.7172452562649956, 0.8216058116151317, 0.6738314819562666, 0.702795149223311, 0.7269416948452401, 0.7904802633581657, 0.7616630813493593]"
C-selected,35281,7,False,False,True,"[0.7504641484896001, 0.7533387570825472, 0.6927123314676933, 0.7045406942444412, 0.6841857575919843, 0.6993257993588794, 0.78106360549376, 0.796716168822405]"
C-selected,35475,0,False,False,True,"[0.6239766477649837, 0.612800284577217, 0.5520959612330514, 0.6089881193788766, 0.5040982756856107, 0.4199389874520779, 0.5688787364906032, 0.5713649114497233]"
C-selected,35600,0,False,False,True,"[0.7945403693924753, 0.7226089632086576, 0.7829661746343426, 0.7731793111195071, 0.7495768399709155, 0.7725621550873865, 0.769232144004503, 0.7675874933704321]"
C-selected,35613,4,False,False,True,"[0.7820688216394569, 0.8008635726372413, 0.7763498176485053, 0.7747352544478235, 0.8257266862465917, 0.7596844000669227, 0.8079152425966233, 0.758054747701044]"
C-selected,35659,7,False,False,True,"[0.8621521523963035, 0.8745027126783012, 0.8753395582696983, 0.8701129971767279, 0.8637539101267809, 0.8927783810587469, 0.8639304300252559, 0.9010913562616027]"
C-selected,35916,2,False,False,True,"[0.6900443039764554, 0.8029807715553502, 0.8302626456003943, 0.770458089945566, 0.7831170571005308, 0.7611905493158524, 0.7689715390612086, 0.7654293059261797]"
C-selected,35964,0,False,False,True,"[0.7961112803611472, 0.6554385467978155, 0.7384701113599629, 0.7706074316438766, 0.7353731070424732, 0.7442621587345701, 0.7716606576488323, 0.7204868140406254]"
C-selected,36198,0,False,False,True,"[0.7545916827348818, 0.6639361204005183, 0.663325600792453, 0.6621871377255031, 0.7312299375592248, 0.7287668820285107, 0.6365394047068618, 0.7041045176864539]"
C-selected,36287,0,False,False,True,"[0.7147207765644149, 0.6166772759006763, 0.7133144885930154, 0.6508399632678643, 0.6900261058578069, 0.6690705303372302, 0.7009995432192146, 0.7134868903977118]"
C-selected,36543,6,False,False,True,"[0.8640401115154001, 0.8614186117829172, 0.8257824197490062, 0.8654831815140698, 0.840481609446755, 0.8362198553841111, 0.8703124658582192, 0.8576371044431677]"
C-selected,36557,7,False,False,True,"[0.7864131356792369, 0.759585675415713, 0.7625601585829757, 0.8395109441355642, 0.7901821488446348, 0.7554972812639332, 0.8171248973958549, 0.8484402721796722]"
C-selected,36992,7,False,False,True,"[0.7242250212148765, 0.6267880098355464, 0.7233463720076366, 0.6953114667896534, 0.6643331950322322, 0.7528819137395064, 0.6939174311915752, 0.7812997083927818]"
C-selected,37034,0,False,False,True,"[0.7760878339178492, 0.7491359047121994, 0.7051639110793158, 0.6619891819432874, 0.6759818313131286, 0.6917010548812783, 0.7400510982748036, 0.7005619526994606]"
C-selected,37053,7,False,False,True,"[0.7751393938867364, 0.8509480960573734, 0.8482535590256333, 0.7597929682492213, 0.8072323325912474, 0.7926021990420437, 0.8301308324638814, 0.8714234398640943]"
C-selected,37255,1,False,False,True,"[0.6730195606396401, 0.7912457373700891, 0.6479851835927299, 0.7390546700411345, 0.7479292745205528, 0.48861847243949197, 0.787252806951981, 0.7648323488986486]"
C-selected,37362,0,False,False,True,"[0.8540744118193544, 0.7251953800030695, 0.7820304058587108, 0.8160911233778745, 0.7320757669655577, 0.7805599424025637, 0.8276643778232766, 0.7899759364662754]"
C-selected,37406,3,False,False,True,"[0.690216657148431, 0.6915550467613725, 0.6705015381706054, 0.7412210002083259, 0.7183786089554276, 0.626706784944179, 0.6606063316999797, 0.692333372295515]"
C-selected,37505,7,False,False,True,"[0.6454379118736329, 0.629924327362956, 0.6778713184684115, 0.6619768020037712, 0.6622485882420666, 0.6463326501194013, 0.6243197887274867, 0.6899692830022497]"
C-selected,37552,0,False,False,True,"[0.8624541383937772, 0.834681011988815, 0.8355810498152474, 0.8325023019450604, 0.8453753568994162, 0.8271036957773722, 0.7935479858166075, 0.841855833677733]"
C-selected,37899,7,False,False,True,"[0.8821150531349451, 0.8861322482885083, 0.8859347455842257, 0.8917113860315644, 0.8943572219402738, 0.8871171845834014, 0.8465601049155659, 0.9083582007302402]"
C-selected,38091,4,False,False,True,"[0.5996534258281474, 0.5720070219276294, 0.6062190874861788, 0.5728776939431506, 0.7261327630759734, 0.6066408321572704, 0.6279654780875235, 0.6141752103834246]"
C-selected,38194,2,False,False,True,"[0.7977568358587512, 0.7409222187026636, 0.8237596928220385, 0.8186891589704133, 0.768817165613034, 0.7839305331175419, 0.8050796833591582, 0.8188271984163318]"
C-selected,38375,2,False,False,True,"[0.7599214706434785, 0.7920750200885351, 0.8662879694949047, 0.8058109399339901, 0.7886647010971819, 0.8534201038290093, 0.767046181110965, 0.8069527797310934]"
C-selected,38380,1,False,False,True,"[0.7355350663207031, 0.8047351694095363, 0.7403646103280855, 0.7923454171195801, 0.7669947345084251, 0.7666997284003112, 0.7690231012777298, 0.7912610478911832]"
C-selected,38833,7,False,False,True,"[0.7367731206056995, 0.8071174779599218, 0.7894830514185165, 0.7842032578402289, 0.7275760475197144, 0.7826918091157935, 0.8092114468260856, 0.8257404485753788]"
C-selected,38887,1,False,False,True,"[0.7887539035022224, 0.8130612714349472, 0.7859106670344562, 0.7792393238269151, 0.8118058057274482, 0.7676035079349912, 0.8015938515404676, 0.7915407409602653]"
C-selected,39183,1,False,False,True,"[0.7213358188822779, 0.78534213747862, 0.6974512661798522, 0.761962046114278, 0.7751212443548969, 0.7555190529770719, 0.7531754942818403, 0.6875678267709897]"
C-selected,39288,1,False,False,True,"[0.8146109187381971, 0.8596242487084025, 0.6875739875755342, 0.8043797359454452, 0.7903765148321424, 0.8046551123103549, 0.8296478268122025, 0.8375243867835134]"
C-selected,39384,5,False,False,True,"[0.695725595665609, 0.6827816378939005, 0.723391778343788, 0.6663133484784938, 0.6921547039704661, 0.745533496955861, 0.6489017405391442, 0.7444291526552607]"
C-selected,39490,1,False,False,True,"[0.680185519824927, 0.8024437078261493, 0.731797040314767, 0.5816277258016969, 0.6947330203499213, 0.6895962950760167, 0.761773386248771, 0.7504605135275413]"
C-selected,39557,6,False,False,True,"[0.7660917827587863, 0.6759700807879283, 0.6634773496236237, 0.6527728518628841, 0.6981411322371462, 0.7550623540572092, 0.7818352613275176, 0.729061517865286]"
C-selected,39756,5,False,False,True,"[0.693829110748441, 0.6670959991662495, 0.704883822495444, 0.6923716325039495, 0.6207402370232392, 0.7148377077519965, 0.7074197004443886, 0.5607773763712767]"
C-selected,39793,4,False,False,True,"[0.6536038531535027, 0.6568726145718435, 0.6430803586268881, 0.6066852979755717, 0.7125079131385001, 0.6819735040201474, 0.6780714461506855, 0.6584125750236323]"
C-selected,39920,6,False,False,True,"[0.7553825617782914, 0.6784709480829478, 0.6942605696016506, 0.6748427850572101, 0.7699119395622374, 0.7532071761078115, 0.7982342361097539, 0.7968308316227095]"
C-selected,39986,3,False,False,True,"[0.6974295450043646, 0.6575436710479754, 0.6481547028992672, 0.7628837163643338, 0.6770792841948767, 0.6736349772644195, 0.6692419998600823, 0.6809605936855695]"
C-selected,40269,6,False,False,True,"[0.6923441052736388, 0.7668649087551955, 0.7795243753652406, 0.7962938021473007, 0.6905269082525867, 0.7783852758026104, 0.8164538333336153, 0.6716343967898466]"
C-selected,40756,3,False,False,True,"[0.7290332500893704, 0.7354836461176126, 0.7340875381221943, 0.7734154642069773, 0.6946254876260618, 0.6993334676693056, 0.6749815678156768, 0.7100227011808464]"
C-selected,40798,3,False,False,True,"[0.6492539290812689, 0.6451633700271242, 0.6489823058622113, 0.7416028581841592, 0.6941980757834336, 0.7085775191951382, 0.6663307721249223, 0.7018264425992777]"
C-selected,40819,0,False,False,True,"[0.830657526174907, 0.7656385936309473, 0.7810111488829847, 0.6168523559999163, 0.767821006171918, 0.7991689885134625, 0.7655860857579311, 0.7830559840032614]"
C-selected,40933,1,False,False,True,"[0.7330944414889932, 0.801044247775154, 0.741425511534352, 0.75809579957463, 0.6677903778762265, 0.7620854926892551, 0.7778339336742071, 0.7780515783258232]"
C-selected,40990,4,False,False,True,"[0.7527032294846683, 0.7207995840177128, 0.7613290635500507, 0.7318994059986537, 0.778734666623389, 0.7259598515216852, 0.6822908098621874, 0.7361777666433665]"
C-selected,41120,3,False,False,True,"[0.6709610998932515, 0.7519883336779891, 0.7507268576925523, 0.7970356333545832, 0.7474261032843446, 0.7073887946110293, 0.6983854810406656, 0.7248898409940916]"
C-selected,41402,3,False,False,True,"[0.7421619973174729, 0.7518391555628166, 0.764779716687753, 0.7793245427757742, 0.7468555104671891, 0.7371481941585392, 0.7546757965481397, 0.7607057120659675]"
C-selected,41540,3,False,False,True,"[0.7786591687745508, 0.7685229091672203, 0.7345572285819204, 0.8112363905007757, 0.783805278710296, 0.8042519263058203, 0.6873745672835829, 0.7586968658944502]"
C-selected,41555,3,False,False,True,"[0.8297738093324433, 0.8219646862937464, 0.825093802231413, 0.8682998244439786, 0.8396349291299312, 0.8363106456396181, 0.8595230237322927, 0.8589609840772912]"
C-selected,41561,4,False,False,True,"[0.7232636168971547, 0.710056606652048, 0.6776480761692533, 0.7371078525424604, 0.7441411070829791, 0.7298046657386013, 0.6891103339732787, 0.665216270844265]"
C-selected,41592,5,False,False,True,"[0.68473460031901, 0.7215165808298405, 0.7031648428140954, 0.6972107943601755, 0.7145433675527513, 0.737520831557152, 0.7255711527481746, 0.6805376543924573]"
C-selected,41636,2,False,False,True,"[0.7933688519084591, 0.7935161771432115, 0.8260102256212625, 0.722299592005675, 0.8229013911323906, 0.7963791987662905, 0.7859860867806236, 0.821015109418761]"
C-selected,41640,6,False,False,True,"[0.7405813376579291, 0.7043988400393422, 0.6773045897007772, 0.6612356146422531, 0.7236612236632933, 0.6891014514422024, 0.7429980469576496, 0.6717566610448424]"
C-selected,41924,6,False,False,True,"[0.8394524779613495, 0.8393001624481977, 0.8414423626002929, 0.8451121615752542, 0.830881846782477, 0.8550510486469195, 0.87367886965266, 0.8636011115970983]"
C-selected,41976,6,False,False,True,"[0.7516593291664596, 0.6497115041660377, 0.7191175197560171, 0.7303695901447638, 0.7029047540845186, 0.6799279833108985, 0.7581286029926799, 0.7034848431659356]"
C-selected,42022,7,False,False,True,"[0.6169418863503113, 0.6858507649707011, 0.6061573023217988, 0.7796909079096912, 0.7991058962281951, 0.5782199887733648, 0.6235170684792972, 0.801764922503418]"
C-selected,42251,1,False,False,True,"[0.7677038777820191, 0.82534799616371, 0.8004234026662564, 0.7723034570113524, 0.7982371443670335, 0.8194472519169479, 0.7727716574843211, 0.8121681752498591]"
C-selected,42302,0,False,False,True,"[0.7875563606149341, 0.6832626696153987, 0.6374439121908531, 0.7188631737578971, 0.6377133844643205, 0.6449906040007902, 0.7618598258575289, 0.7630000289417884]"
C-selected,42466,2,False,False,True,"[0.685395220866921, 0.7317806822759372, 0.7383645646555234, 0.7212257256593538, 0.592434259934617, 0.6720742714137145, 0.693494812255241, 0.6960899941838583]"
C-selected,42679,4,False,False,True,"[0.7262560453402531, 0.622712686205726, 0.7224384321265207, 0.713165314945025, 0.7450016146185183, 0.7329814366592216, 0.6953945946770959, 0.7052166258238699]"
C-selected,43065,5,False,False,True,"[0.74553843932216, 0.7651235211025968, 0.7418397088003721, 0.7144511272937544, 0.7709670048496664, 0.7947072261286707, 0.7731868026620825, 0.792753755403568]"
C-selected,43198,6,False,False,True,"[0.6377979055080896, 0.6192799524660701, 0.6712575435163005, 0.6130410155782844, 0.66939541872233, 0.7222518573743701, 0.753566824683945, 0.6696323058764706]"
C-selected,43211,5,False,False,True,"[0.799271900891078, 0.8151491938056363, 0.8173142102322626, 0.7877923189693653, 0.7412459412259274, 0.8396853269755289, 0.7956660039305757, 0.7671736083187946]"
C-selected,43332,7,False,False,True,"[0.705506972168098, 0.7230645519809635, 0.6912039329393727, 0.6554946593706996, 0.6715752724904673, 0.6744151604566669, 0.7426007849277685, 0.7628336626873808]"
C-selected,43546,2,False,False,True,"[0.6565498302393523, 0.6112330647286457, 0.7400214372407583, 0.6769599218865201, 0.6570451594595266, 0.6578349858503669, 0.7048111092812476, 0.6843594979245831]"
C-selected,43584,4,False,False,True,"[0.7174558573425125, 0.7060027209830875, 0.7497319361619665, 0.7076337538356607, 0.7706284022950954, 0.7560775423356861, 0.7336151470906354, 0.6373395471135785]"
C-selected,44248,1,False,False,True,"[0.7297422692044218, 0.7664293037539722, 0.7264699005331617, 0.7221592697695921, 0.7163667706820812, 0.7259361804300963, 0.7273426006309767, 0.7223582123898251]"
C-selected,44279,4,False,False,True,"[0.7159813070182741, 0.7407416198607333, 0.6903433404312194, 0.7421428679237827, 0.7699522426826402, 0.7374252769133115, 0.7162888365532307, 0.7100781346716682]"
C-selected,44360,0,False,False,True,"[0.7506717053355434, 0.7339247400357922, 0.7259724777439096, 0.6877360899973191, 0.6614438054108178, 0.6418081863412586, 0.6723237940961148, 0.6754567047859494]"
C-selected,44413,0,False,False,True,"[0.801349205725542, 0.7839061386415613, 0.6956602936907437, 0.590801835206062, 0.7312248101294991, 0.7953142100135292, 0.6051070800671898, 0.7353679688871719]"
C-selected,44422,3,False,False,True,"[0.7330691418335769, 0.7625749766880006, 0.7903570616068425, 0.8015004412269613, 0.7754707630807303, 0.6789935015469704, 0.7828201002013027, 0.7353031527029139]"
C-selected,44903,2,False,False,True,"[0.7085094773609042, 0.782961407640532, 0.7888696914880738, 0.6995929525649724, 0.68436055842881, 0.7199673035983515, 0.6989852343591211, 0.7481197988364525]"
C-selected,44975,2,False,False,True,"[0.7376820102340386, 0.7873647031533522, 0.8438547716601134, 0.8170664971892148, 0.7936724534362452, 0.8113158855360856, 0.7881029864409004, 0.8160805575288635]"
C-selected,45377,5,False,False,True,"[0.8364167732070871, 0.8647916440182628, 0.8494943851573766, 0.8621444477849229, 0.774203849737342, 0.8689312369688276, 0.8664793240141825, 0.8056711672808178]"
C-selected,45528,4,False,False,True,"[0.7593438168588633, 0.723090697101046, 0.7488157342025925, 0.7750169344084481, 0.7779565608156859, 0.7637856237503321, 0.7169886593524519, 0.7441673978284864]"
C-selected,45699,1,False,False,True,"[0.6859038701262934, 0.7736601199179507, 0.7020944291090372, 0.5628666694080185, 0.7467357160679782, 0.6245426600658242, 0.6298871558438025, 0.7180514652383136]"
C-selected,45952,5,False,False,True,"[0.6867007323200089, 0.7588220569896743, 0.7495679099207755, 0.7145632215499733, 0.7563858672776926, 0.7726302915565191, 0.7470061281823825, 0.6057224444913842]"
C-selected,45987,4,False,False,True,"[0.7277620450309278, 0.7268689573855358, 0.7679784598544661, 0.714230143841831, 0.8169987927491253, 0.7835895178135577, 0.7168268464745833, 0.7068303750097984]"
C-selected,46166,4,False,False,True,"[0.8136755020093113, 0.7853412109565457, 0.8126488696041267, 0.7938790667536628, 0.8248257286563041, 0.7952053524431295, 0.8145916284159583, 0.8169107132621515]"
C-selected,46276,0,False,False,True,"[0.7546904744288288, 0.6487060260627857, 0.6171921153475344, 0.6643750080011006, 0.666781186873255, 0.650321160181585, 0.700304658408034, 0.6761139906939888]"
C-selected,46403,2,False,False,True,"[0.8151949891508176, 0.8123916991214845, 0.846361769184923, 0.8136265694731851, 0.8337060528679736, 0.743930613680752, 0.7889447068239785, 0.83487627867853]"
C-selected,46524,3,False,False,True,"[0.7161846311442934, 0.7057351629513369, 0.7137342369224886, 0.7652490771635732, 0.7026409536728974, 0.7232922886680389, 0.6216892627303487, 0.7633957562344253]"
C-selected,46653,5,False,False,True,"[0.7068882448798354, 0.6971533165516343, 0.6934295280606135, 0.7662580827286789, 0.7556874941813595, 0.7885208938321493, 0.735421674875711, 0.6985554303414928]"
C-selected,47030,7,False,False,True,"[0.7533591399852412, 0.7979608477235272, 0.7274757123939277, 0.744805388938629, 0.8021739724406425, 0.7804693983443316, 0.7992642373459016, 0.8183138685904884]"
C-selected,47086,3,False,False,True,"[0.6953609816927009, 0.6548387081026855, 0.6144804662052065, 0.7385898049110244, 0.7074881466588792, 0.7122116397948361, 0.689351989720875, 0.6970196446998949]"
C-selected,47093,3,False,False,True,"[0.6965763720914365, 0.6684361072494329, 0.6428671840858634, 0.732183173100136, 0.6655783337750865, 0.7284748351622827, 0.6642454433826572, 0.718235282553605]"
C-selected,47122,7,False,False,True,"[0.8375561789067174, 0.8660332488470623, 0.8051024814005879, 0.7794831621377927, 0.7614532709950496, 0.7918463491959047, 0.8568179675287777, 0.8861896089566852]"
C-selected,47125,5,False,False,True,"[0.5972956693462146, 0.6705418239480097, 0.6766726539763189, 0.7051457300845757, 0.6716688687843375, 0.729918579925899, 0.7243079493207993, 0.700985334306262]"
C-selected,47331,6,False,False,True,"[0.763044399110418, 0.7563096649455209, 0.7883428725377772, 0.7951584015673929, 0.7020143456919639, 0.7458420081102366, 0.8198518085582969, 0.7384705894892677]"
C-selected,47471,5,False,False,True,"[0.8206764219207493, 0.8234957159420204, 0.8456174176883353, 0.839605685060747, 0.8118397928470041, 0.8683516455259535, 0.8399963462490627, 0.8631217443472743]"
C-selected,47583,2,False,False,True,"[0.7784113533537576, 0.7781363605744391, 0.8210471855147958, 0.7403784612065666, 0.7655038634576291, 0.7637479226595362, 0.7624550905123243, 0.6887177295335173]"
C-selected,47744,0,False,False,True,"[0.8162780805657773, 0.7622509291598429, 0.7840413949981011, 0.7151461765303748, 0.7841217845855488, 0.7500241985535532, 0.7768458730829066, 0.7602236204929432]"
C-selected,47907,1,False,False,True,"[0.6933144195935621, 0.7602679191083028, 0.7285957518967873, 0.7304736410921839, 0.535635283973811, 0.7352547701193978, 0.7398451133067752, 0.7320345620901039]"
C-selected,48376,5,False,False,True,"[0.8420450645717676, 0.8282056248731218, 0.7410202961860124, 0.7954693497904108, 0.852561657441242, 0.8614890521872061, 0.7753749867185284, 0.8587610005743819]"
C-selected,48655,4,False,False,True,"[0.7231355243993173, 0.6284601026047187, 0.7492206062204333, 0.7668586339538246, 0.7699053373952456, 0.7277596472019873, 0.6794381702438261, 0.7443005261082519]"
C-selected,48911,5,False,False,True,"[0.7301659908254781, 0.7368419257782737, 0.686853651418434, 0.6697112323472632, 0.6561090222352166, 0.7482703789750667, 0.7134181176096122, 0.7053112178617476]"
C-selected,49170,3,False,False,True,"[0.8490219900797917, 0.849947982398973, 0.8861024896859108, 0.8996520162400856, 0.8491811163000628, 0.8433302381380829, 0.8663764248044123, 0.8735041364721832]"
C-selected,49195,0,False,False,True,"[0.8555755808880874, 0.83444215328577, 0.8477607669251481, 0.7720900960246537, 0.8254415208755493, 0.8318821848643205, 0.8365812075674026, 0.8288863222234115]"
C-selected,49256,3,False,False,True,"[0.7058778679854043, 0.7084266017887774, 0.6826726111416292, 0.7447210098929602, 0.6231942713218581, 0.7189068133733562, 0.7147967368852963, 0.7043987651482144]"
C-selected,49315,7,False,False,True,"[0.6915134566419969, 0.686092316364614, 0.6913555818430849, 0.6668928318658912, 0.6805458503425468, 0.6955420556013507, 0.722210902446419, 0.763311360105394]"
C-selected,49474,0,False,False,True,"[0.886739936168307, 0.8805300952209543, 0.84108460672313, 0.8166108068527359, 0.827785887576006, 0.8861414571443107, 0.8496462581964863, 0.8319169550392429]"
C-selected,49475,7,False,False,True,"[0.7703479640186082, 0.7948930329806789, 0.797462893022453, 0.7181868400367755, 0.7250239835088064, 0.7902564609332952, 0.7805977799971995, 0.8050034427379721]"
C-selected,49678,3,False,False,True,"[0.7843758830269221, 0.7029918673328883, 0.700202284235995, 0.7985533135814916, 0.7395268989279216, 0.7406125524024102, 0.7585422159019943, 0.6595062786337034]"
C-selected,49702,7,False,False,True,"[0.7335672125657993, 0.7739371605804864, 0.7516618843016418, 0.7888345688505015, 0.7075361589131781, 0.7462917926654015, 0.6879665974066864, 0.7967523438629474]"
C-selected,49760,7,False,False,True,"[0.7579088370433968, 0.7612863723849945, 0.7222431344508462, 0.6401281868432018, 0.7198523952242635, 0.7510291375895213, 0.7449484118448892, 0.7917864370511403]"
C-selected,50203,4,False,False,True,"[0.6951959485506144, 0.7205910739707999, 0.6286631823110691, 0.7339835064445044, 0.8156227129974485, 0.7574567622679103, 0.7087265775590459, 0.7228300903064111]"
C-selected,50210,1,False,False,True,"[0.6574320138014524, 0.7651188790296024, 0.701519778077382, 0.7573386720135704, 0.6671233741992101, 0.6680030193934796, 0.7529504919690577, 0.6986319420272813]"
C-selected,50622,0,False,False,True,"[0.8051076016442084, 0.6864832051130338, 0.7810416545502252, 0.7587490871817821, 0.76848375772936, 0.7785560287517478, 0.7589808211312197, 0.7797523377230774]"
C-selected,50708,0,False,False,True,"[0.868141557120102, 0.771256497515507, 0.8396171103775938, 0.8388645729261437, 0.8331218196059054, 0.7971242973408947, 0.7434282246642331, 0.8440273030238115]"
C-selected,50739,3,False,False,True,"[0.7128833958988564, 0.7722957138611006, 0.6793430997849268, 0.776134558216877, 0.750136564655042, 0.7391103305750057, 0.7145903595913081, 0.7440126778819705]"
C-selected,50850,1,False,False,True,"[0.7064897610155534, 0.793286881788138, 0.7594225077744124, 0.7876464895504142, 0.7894768160385737, 0.7376613318270077, 0.6989209522771385, 0.7221909237919004]"
C-selected,51008,1,False,False,True,"[0.8257375312774302, 0.8845289401254599, 0.7635912411041118, 0.8693395085525943, 0.7740805918922309, 0.8687989169811601, 0.8836410266530421, 0.8483847593277817]"
C-selected,51227,3,False,False,True,"[0.8293903028878324, 0.808873012260183, 0.8918835877831026, 0.8948113702021963, 0.8506578274120954, 0.82829943798577, 0.8608672383885452, 0.844486111465067]"
C-selected,51300,2,False,False,True,"[0.7093757761662087, 0.7295889449677417, 0.8158653822534325, 0.7911790550107487, 0.7965591979176085, 0.807838374752198, 0.8156744012975116, 0.7984535053073878]"
C-selected,51380,0,False,False,True,"[0.7502913017012786, 0.7336603704418012, 0.6404195684857703, 0.7246317573628122, 0.671860549178027, 0.6525814314279009, 0.7317590870380211, 0.5256584665522368]"
C-selected,51385,5,False,False,True,"[0.7672487842180804, 0.7918774807370965, 0.8427557588877419, 0.8353283994187075, 0.7713269099656344, 0.8492198041653403, 0.8313763042946267, 0.8136481321833634]"
C-selected,51436,1,False,False,True,"[0.7313223373685533, 0.7358926172501963, 0.7078139931939122, 0.7308197337488619, 0.7340824362067956, 0.7163235286670402, 0.7193013804709806, 0.6872190729757548]"
C-selected,51517,1,False,False,True,"[0.7171486112791446, 0.8332817020899926, 0.7969556079313735, 0.7292677136825166, 0.7976466389654377, 0.77978225682659, 0.6875669608778586, 0.7369319087758257]"
C-selected,51688,2,False,False,True,"[0.6994764721402189, 0.7368423609729807, 0.7490674107932327, 0.7048083416648528, 0.6992291790695571, 0.7038828302850291, 0.7137041268455484, 0.7461941438706463]"
C-selected,51865,2,False,False,True,"[0.7618134357357347, 0.7879119551053917, 0.8058732744335546, 0.7764219858564726, 0.7752871073115963, 0.689519176670228, 0.7688802336299643, 0.7451265297369012]"
C-selected,51943,5,False,False,True,"[0.7575106115529426, 0.6841177737517677, 0.7511334029692464, 0.7083520128383105, 0.7737528755741698, 0.8000624893345667, 0.7563610663052756, 0.7108052416938292]"
C-selected,51956,5,False,False,True,"[0.733462118900637, 0.7840943955996329, 0.7087856887412478, 0.7348175869005826, 0.7239020709129587, 0.7876404032913763, 0.7406434440919131, 0.7462810501524804]"
C-selected,51990,1,False,False,True,"[0.821033738901604, 0.8479696349131031, 0.7683646120177114, 0.741163451394601, 0.8416243079395335, 0.7718834145759332, 0.6853896263956674, 0.8026029629983493]"
C-selected,52228,5,False,False,True,"[0.7139907976633497, 0.6641466620745282, 0.6366091337069595, 0.6662514370443715, 0.671244324067935, 0.7940921151614896, 0.7467214885349511, 0.6969389331608071]"
C-selected,52277,5,False,False,True,"[0.6111533362634988, 0.7494401874507279, 0.7097367775869812, 0.7323983439140789, 0.7047635542788082, 0.7734328984295451, 0.7375520379074613, 0.669644702925767]"
C-selected,52729,4,False,False,True,"[0.7323096449743054, 0.700182303961012, 0.6344928638585987, 0.7824664491434122, 0.8005584566685552, 0.6786668498356769, 0.7731902447919065, 0.7296554801693678]"
C-selected,52733,0,False,False,True,"[0.7398256936987944, 0.7186155129659091, 0.7242518034543821, 0.7063250682602089, 0.6955356281450944, 0.7078198718867894, 0.6938048854862473, 0.6643498104384835]"
C-selected,52803,6,False,False,True,"[0.7151486977616923, 0.6612983547302508, 0.6890023358526334, 0.7079367628606006, 0.6799870308602086, 0.6709607712572705, 0.739201290208154, 0.6578162036232891]"
C-selected,52927,7,False,False,True,"[0.7624666482209475, 0.7244645548159439, 0.6961757032713439, 0.7304530000435736, 0.718489895790179, 0.6899923871044822, 0.762588118713319, 0.7804010311803347]"
C-selected,53445,0,False,False,True,"[0.8060363193237119, 0.7738970144014226, 0.7674194441437521, 0.7815921340278242, 0.7470523825193083, 0.8007492857904097, 0.7969810158557615, 0.7626810903801509]"
C-selected,53659,5,False,False,True,"[0.8037054267431984, 0.8162610971907727, 0.7859680048582508, 0.7658461732094288, 0.8127503288121876, 0.836304119932035, 0.7642898259404474, 0.7360401990904621]"
C-selected,53729,5,False,False,True,"[0.8498420242649074, 0.8529438673063181, 0.6904363750670266, 0.847211044548851, 0.8143209588715175, 0.8608766819183483, 0.8167266052483979, 0.8309672998373047]"
C-selected,53974,4,False,False,True,"[0.7368798858554951, 0.7736434892485042, 0.7655956156391468, 0.8214503030141753, 0.8253861021611197, 0.6838440251087178, 0.8216008010382845, 0.8112932078070256]"
C-selected,54054,7,False,False,True,"[0.6236265253600788, 0.5929532711954536, 0.7006952983463821, 0.7078137869421361, 0.5881726806723359, 0.6329177164587689, 0.7106469300199423, 0.7275811042201381]"
C-selected,54099,5,False,False,True,"[0.8371632836603448, 0.8271294010423795, 0.7318262390184747, 0.8148640334973538, 0.8495445178723879, 0.8623897011860397, 0.8614638067340594, 0.749067421978989]"
C-selected,54250,7,False,False,True,"[0.8252324790675225, 0.8474864685545223, 0.8319319217729757, 0.8091422576931739, 0.8549498786311851, 0.8318242584133586, 0.8503648141664375, 0.8614719527845328]"
C-selected,54336,3,False,False,True,"[0.6584836263469477, 0.7055004434711432, 0.7364768126357377, 0.7731125042415086, 0.7431988126220105, 0.7261988527941284, 0.7568995702682264, 0.7187471451355032]"
C-selected,54681,7,False,False,True,"[0.7628720790922263, 0.7611107944014481, 0.7426182477429113, 0.7781365528202617, 0.7926292014967784, 0.7824714925836408, 0.7799694165042703, 0.8079449256319557]"
C-selected,55202,1,False,False,True,"[0.7771776806434172, 0.8528952832353285, 0.8387434979085818, 0.8484747178885004, 0.8213139604321154, 0.8098830401518946, 0.8319540597031383, 0.7631751976859595]"
C-selected,55501,4,False,False,True,"[0.7648501073131784, 0.7598648166330628, 0.7588333522017712, 0.8021290798063203, 0.8312609149797632, 0.8186605490336814, 0.7457863543897614, 0.7495025898330117]"
C-selected,55597,3,False,False,True,"[0.8759418323117261, 0.8706145858928038, 0.8628781283676626, 0.8769168901947945, 0.8521084120736386, 0.8661778722146104, 0.8488262785076173, 0.8731406020043958]"
C-selected,55741,1,False,False,True,"[0.7213931227020973, 0.7675526321334818, 0.7549627391642253, 0.7285418054833841, 0.69690489511095, 0.7334108301285609, 0.7208925792479763, 0.6819613185410669]"
C-selected,55808,3,False,False,True,"[0.7094918307967452, 0.7126077065189504, 0.711293406720475, 0.7865686333853892, 0.6099413799601657, 0.6982190759776917, 0.7302292450074983, 0.6886933177893663]"
C-selected,55876,6,False,False,True,"[0.6497738698190789, 0.642890277067649, 0.6579764148396285, 0.557948068586148, 0.6908004757499915, 0.6888319131845397, 0.705611179968612, 0.6929256967395867]"
