image_id,repeat_a,repeat_b,donor_image_id,donor_repeat_a,donor_repeat_b,target_session_a,target_session_b,matched_session_pair
9163,1,2,5552,0,2,14,34,True
9169,0,1,22923,1,2,12,23,True
9169,0,2,41739,0,1,12,34,True
9169,1,2,59410,1,2,23,34,True
9177,0,1,40273,1,2,8,9,True
9177,0,2,41416,0,2,8,9,True
9177,1,2,55138,0,1,9,9,True
9183,0,1,24929,0,2,16,28,True
9183,0,2,28232,0,1,16,28,True
9183,1,2,10991,1,2,28,28,True
9188,0,1,1818,0,2,8,27,True
9188,0,2,1818,1,2,8,27,True
9188,1,2,65690,0,1,27,27,True
9192,0,1,61831,0,1,11,12,True
9192,0,2,62247,0,2,11,12,True
9192,1,2,43437,1,2,12,12,True
9193,0,1,61093,0,2,4,4,True
9193,0,2,16752,0,2,4,32,True
9193,1,2,19137,0,1,4,32,True
9199,0,1,64523,0,1,5,20,True
9199,0,2,24252,0,1,5,32,True
9199,1,2,10606,0,2,20,32,True
9202,0,1,53626,0,1,37,37,True
9202,0,2,27685,1,2,37,38,True
9202,1,2,28062,1,2,37,38,True
9217,0,1,15573,0,1,11,11,True
9217,0,2,66960,0,2,11,33,True
9217,1,2,70491,0,1,11,33,True
9224,0,1,7177,0,1,34,34,True
9224,0,2,7546,1,2,34,34,True
9224,1,2,7699,0,1,34,34,True
9227,0,1,61864,0,1,3,3,True
9227,0,2,27059,1,2,3,10,True
9227,1,2,29364,0,2,3,10,True
9228,0,1,49768,0,1,8,14,True
9228,0,2,33291,0,2,8,31,True
9228,1,2,48696,1,2,14,31,True
9243,0,1,56177,1,2,24,24,True
9243,0,2,58287,1,2,24,24,True
9243,1,2,58508,1,2,24,24,True
9255,0,1,58349,0,1,1,33,True
9255,0,2,64020,0,2,1,33,True
9255,1,2,70720,0,1,33,33,True
9267,0,1,65001,0,1,24,24,True
9267,0,2,65161,1,2,24,24,True
9267,1,2,65570,0,1,24,24,True
9268,0,1,18860,0,1,12,15,True
9268,0,2,21497,0,2,12,15,True
9268,1,2,18415,1,2,15,15,True
9277,0,1,18413,0,1,4,4,True
9277,0,2,21566,0,2,4,39,True
9277,1,2,24514,0,2,4,39,True
9283,0,1,59250,1,2,6,6,True
9283,0,2,55304,1,2,6,7,True
9283,1,2,58798,0,1,6,7,True
9291,0,1,27642,1,2,2,2,True
9291,0,2,41956,0,1,2,12,True
9291,1,2,48173,0,1,2,12,True
9296,0,1,28925,0,1,15,19,True
9296,0,2,42931,0,2,15,37,True
9296,1,2,36054,1,2,19,37,True
9298,0,1,36287,0,2,23,27,True
9298,0,2,36287,1,2,23,27,True
9298,1,2,58004,0,1,27,27,True
9300,0,1,70538,0,1,35,35,True
9300,0,2,70813,1,2,35,35,True
9300,1,2,70997,1,2,35,35,True
9310,0,1,2044,0,1,9,10,True
9310,0,2,5615,0,2,9,19,True
9310,1,2,5904,0,2,10,19,True
9338,0,1,22892,0,2,2,22,True
9338,0,2,40984,0,2,2,34,True
9338,1,2,60820,1,2,22,34,True
9340,0,1,54568,1,2,34,34,True
9340,0,2,54936,1,2,34,34,True
9340,1,2,55084,1,2,34,34,True
9347,0,1,31700,0,2,4,31,True
9347,0,2,67353,0,1,4,32,True
9347,1,2,43848,1,2,31,32,True
9354,0,1,27642,0,2,2,2,True
9354,0,2,27642,1,2,2,2,True
9354,1,2,29034,0,1,2,2,True
9355,0,1,53486,1,2,2,2,True
9355,0,2,39315,0,1,2,33,True
9355,1,2,39753,0,2,2,33,True
9373,0,1,50289,1,2,13,30,True
9373,0,2,1047,0,2,13,36,True
9373,1,2,20203,1,2,30,36,True
9374,0,1,20179,0,1,13,13,True
9374,0,2,53168,1,2,13,17,True
9374,1,2,55048,0,2,13,17,True
9376,0,1,31251,-1,0,1,10,False
9376,0,2,59293,-1,1,1,25,False
9376,1,2,44279,0,2,10,25,True
9384,0,1,22243,1,2,33,36,True
9384,0,2,59044,1,2,33,37,True
9384,1,2,31616,0,2,36,37,True
9408,0,1,13386,0,1,4,11,True
9408,0,2,6679,0,2,4,31,True
9408,1,2,31700,1,2,11,31,True
9411,0,1,58640,0,1,17,21,True
9411,0,2,37046,0,2,17,38,True
9411,1,2,16420,1,2,21,38,True
9423,0,1,59828,0,2,25,25,True
9423,0,2,13147,0,1,25,26,True
9423,1,2,13147,0,2,25,26,True
9440,0,1,9384,0,1,33,36,True
9440,0,2,49123,1,2,33,38,True
9440,1,2,11423,1,2,36,38,True
9449,0,1,46300,0,2,13,29,True
9449,0,2,64647,1,2,13,37,True
9449,1,2,45298,1,2,29,37,True
9452,0,1,21021,0,2,37,37,True
9452,0,2,7638,1,2,37,40,True
9452,1,2,11483,1,2,37,40,True
9456,0,1,52043,1,2,13,13,True
9456,0,2,64708,0,2,13,16,True
9456,1,2,64708,1,2,13,16,True
9458,0,1,60389,0,1,7,7,True
9458,0,2,46516,0,2,7,35,True
9458,1,2,48076,1,2,7,35,True
9478,0,1,42131,0,1,20,22,True
9478,0,2,6445,1,2,20,38,True
9478,1,2,68501,0,2,22,38,True
9481,0,1,47465,0,1,8,25,True
9481,0,2,53876,1,2,8,36,True
9481,1,2,37783,1,2,25,36,True
9495,0,1,11879,0,2,6,8,True
9495,0,2,41032,1,2,6,34,True
9495,1,2,58300,1,2,8,34,True
9507,0,1,47176,1,2,22,22,True
9507,0,2,32916,0,1,22,33,True
9507,1,2,36807,1,2,22,33,True
9529,0,1,55979,0,1,9,9,True
9529,0,2,18367,0,2,9,39,True
9529,1,2,18367,1,2,9,39,True
9562,0,1,10117,1,2,7,38,True
9562,0,2,11699,0,2,7,38,True
9562,1,2,66046,1,2,38,38,True
9563,0,1,67388,1,2,31,31,True
9563,0,2,68625,1,2,31,31,True
9563,1,2,68684,1,2,31,31,True
9570,0,1,63491,0,2,28,29,True
9570,0,2,55976,0,2,28,37,True
9570,1,2,5649,1,2,29,37,True
9578,0,1,21210,0,2,5,25,True
9578,0,2,59987,0,2,5,27,True
9578,1,2,13106,1,2,25,27,True
9588,0,1,52780,0,1,2,2,True
9588,0,2,53486,0,1,2,2,True
9588,1,2,53486,0,2,2,2,True
9603,0,1,44149,0,2,8,27,True
9603,0,2,23358,1,2,8,28,True
9603,1,2,34924,1,2,27,28,True
9604,0,1,2347,1,2,5,5,True
9604,0,2,33575,0,2,5,22,True
9604,1,2,33575,1,2,5,22,True
9609,0,1,31709,0,2,11,28,True
9609,0,2,22052,0,2,11,31,True
9609,1,2,60218,1,2,28,31,True
9668,0,1,31241,0,2,12,38,True
9668,0,2,58338,1,2,12,39,True
9668,1,2,15541,1,2,38,39,True
9673,0,1,38655,0,1,24,25,True
9673,0,2,28359,1,2,24,34,True
9673,1,2,15816,1,2,25,34,True
9679,0,1,67103,1,2,19,35,True
9679,0,2,2202,1,2,19,35,True
9679,1,2,27323,0,2,35,35,True
9683,0,1,37062,1,2,19,23,True
9683,0,2,35774,1,2,19,39,True
9683,1,2,41126,1,2,23,39,True
9699,0,1,16029,0,1,6,6,True
9699,0,2,23229,0,1,6,7,True
9699,1,2,23240,0,1,6,7,True
9702,0,1,22133,0,1,15,18,True
9702,0,2,23462,1,2,15,18,True
9702,1,2,11838,0,1,18,18,True
9712,0,1,66512,-1,0,17,37,False
9712,0,2,66512,-1,1,17,37,False
9712,1,2,59177,1,2,37,37,True
9737,0,1,25873,0,1,11,38,True
9737,0,2,44353,1,2,11,39,True
9737,1,2,13482,1,2,38,39,True
9738,0,1,36617,0,2,31,32,True
9738,0,2,33413,0,1,31,38,True
9738,1,2,6160,0,2,32,38,True
9754,0,1,52339,1,2,11,11,True
9754,0,2,35049,1,2,11,12,True
9754,1,2,35468,0,1,11,12,True
9758,0,1,28609,1,2,26,31,True
9758,0,2,29916,0,2,26,31,True
9758,1,2,29971,0,2,31,31,True
9771,0,1,60824,1,2,32,38,True
9771,0,2,19190,1,2,32,39,True
9771,1,2,45240,0,2,38,39,True
9774,0,1,63472,1,2,7,14,True
9774,0,2,2228,0,1,7,30,True
9774,1,2,6375,0,1,14,30,True
9786,0,1,64386,1,2,11,27,True
9786,0,2,40838,0,1,11,28,True
9786,1,2,25157,0,2,27,28,True
9792,0,1,29736,1,2,21,24,True
9792,0,2,38804,0,2,21,31,True
9792,1,2,60500,0,2,24,31,True
9793,0,1,13624,0,2,5,6,True
9793,0,2,38173,0,2,5,8,True
9793,1,2,35451,0,1,6,8,True
9794,0,1,1247,0,1,23,23,True
9794,0,2,1709,0,1,23,23,True
9794,1,2,1743,1,2,23,23,True
9799,0,1,3425,0,1,5,5,True
9799,0,2,66331,0,2,5,6,True
9799,1,2,66331,1,2,5,6,True
9860,0,1,35919,0,1,1,10,True
9860,0,2,19144,0,2,1,26,True
9860,1,2,71017,0,2,10,26,True
9877,0,1,20863,1,2,28,34,True
9877,0,2,40269,1,2,28,34,True
9877,1,2,21414,1,2,34,34,True
9882,0,1,7188,0,1,1,28,True
9882,0,2,10740,0,1,1,39,True
9882,1,2,72487,0,2,28,39,True
9886,0,1,4222,0,2,25,26,True
9886,0,2,4222,1,2,25,26,True
9886,1,2,28472,1,2,26,26,True
9891,0,1,3676,0,2,23,31,True
9891,0,2,6332,0,2,23,31,True
9891,1,2,22207,1,2,31,31,True
9918,0,1,20308,0,1,13,14,True
9918,0,2,20794,0,2,13,14,True
9918,1,2,51933,0,1,14,14,True
9942,0,1,16443,1,2,11,13,True
9942,0,2,17513,1,2,11,17,True
9942,1,2,49178,0,1,13,17,True
9960,0,1,69650,0,2,7,16,True
9960,0,2,63162,1,2,7,17,True
9960,1,2,72471,0,1,16,17,True
9964,0,1,29043,1,2,22,22,True
9964,0,2,66806,1,2,22,35,True
9964,1,2,1913,0,2,22,35,True
9971,0,1,46744,0,1,9,20,True
9971,0,2,49144,0,1,9,20,True
9971,1,2,67082,0,2,20,20,True
9982,0,1,60749,1,2,21,21,True
9982,0,2,31063,0,2,21,29,True
9982,1,2,32609,0,1,21,29,True
9989,0,1,6736,0,1,8,8,True
9989,0,2,8094,0,1,8,8,True
9989,1,2,8094,0,2,8,8,True
9996,0,1,30546,1,2,8,8,True
9996,0,2,64560,0,2,8,31,True
9996,1,2,71161,0,2,8,31,True
10010,0,1,39169,0,2,23,24,True
10010,0,2,39423,0,2,23,24,True
10010,1,2,40701,0,2,24,24,True
10011,0,1,22668,0,2,10,26,True
10011,0,2,22668,1,2,10,26,True
10011,1,2,5283,0,2,26,26,True
10013,0,1,4379,0,2,10,24,True
10013,0,2,5893,0,1,10,25,True
10013,1,2,54732,0,2,24,25,True
10019,0,1,67300,0,1,6,6,True
10019,0,2,41296,0,1,6,7,True
10019,1,2,42384,1,2,6,7,True
10027,0,1,4019,1,2,17,26,True
10027,0,2,11858,0,1,17,26,True
10027,1,2,14634,1,2,26,26,True
10054,0,1,53528,0,1,11,14,True
10054,0,2,14012,0,2,11,17,True
10054,1,2,30904,0,1,14,17,True
10063,0,1,63227,1,2,25,26,True
10063,0,2,65383,0,1,25,26,True
10063,1,2,30519,0,2,26,26,True
10098,0,1,8447,0,1,3,10,True
10098,0,2,21245,0,1,3,33,True
10098,1,2,28601,1,2,10,33,True
10102,0,1,50071,0,2,14,14,True
10102,0,2,31689,1,2,14,18,True
10102,1,2,35826,0,2,14,18,True
10106,0,1,14361,1,2,5,5,True
10106,0,2,14842,0,1,5,5,True
10106,1,2,14905,1,2,5,5,True
10113,0,1,44325,0,2,1,4,True
10113,0,2,18468,0,2,1,13,True
10113,1,2,68142,0,2,4,13,True
10115,0,1,42302,0,1,19,19,True
10115,0,2,56162,0,1,19,19,True
10115,1,2,56162,0,2,19,19,True
10117,0,1,45185,0,2,2,7,True
10117,0,2,23047,0,2,2,38,True
10117,1,2,54760,0,2,7,38,True
10118,0,1,18266,0,2,24,35,True
10118,0,2,48558,1,2,24,40,True
10118,1,2,55209,1,2,35,40,True
10121,0,1,54816,1,2,5,5,True
10121,0,2,51810,0,2,5,7,True
10121,1,2,63096,0,1,5,7,True
10126,0,1,50015,1,2,35,35,True
10126,0,2,71669,1,2,35,39,True
10126,1,2,4711,1,2,35,39,True
10134,0,1,67775,0,2,7,16,True
10134,0,2,50539,0,1,7,28,True
10134,1,2,10991,0,1,16,28,True
10185,0,1,19760,0,1,12,12,True
10185,0,2,2235,0,2,12,35,True
10185,1,2,2235,1,2,12,35,True
10191,0,1,56651,0,2,17,33,True
10191,0,2,13703,0,2,17,40,True
10191,1,2,8862,1,2,33,40,True
10192,0,1,2791,0,1,10,24,True
10192,0,2,61136,0,1,10,29,True
10192,1,2,22277,1,2,24,29,True
10209,0,1,7915,0,2,21,22,True
10209,0,2,8414,1,2,21,22,True
10209,1,2,62996,1,2,22,22,True
10214,0,1,40550,0,2,5,6,True
10214,0,2,68253,0,2,5,25,True
10214,1,2,25241,1,2,6,25,True
10216,0,1,59314,0,2,8,25,True
10216,0,2,60821,0,2,8,29,True
10216,1,2,33013,0,1,25,29,True
10227,0,1,68042,0,1,25,28,True
10227,0,2,22234,1,2,25,34,True
10227,1,2,68224,1,2,28,34,True
10234,0,1,31377,0,1,16,19,True
10234,0,2,17999,0,2,16,21,True
10234,1,2,13801,1,2,19,21,True
10243,0,1,20086,0,2,8,39,True
10243,0,2,20086,1,2,8,39,True
10243,1,2,53861,1,2,39,39,True
10255,0,1,38306,0,2,2,3,True
10255,0,2,19897,0,2,2,31,True
10255,1,2,22199,0,2,3,31,True
10262,0,1,71315,0,1,1,2,True
10262,0,2,71873,0,2,1,2,True
10262,1,2,72032,0,1,2,2,True
10269,0,1,57595,0,2,7,12,True
10269,0,2,10134,0,1,7,16,True
10269,1,2,4108,1,2,12,16,True
10277,0,1,61169,0,1,18,40,True
10277,0,2,61169,0,2,18,40,True
10277,1,2,56578,1,2,40,40,True
10298,0,1,41416,1,2,8,9,True
10298,0,2,49212,0,1,8,17,True
10298,1,2,61608,0,2,9,17,True
10313,0,1,40599,0,2,37,37,True
10313,0,2,28062,1,2,37,38,True
10313,1,2,29710,1,2,37,38,True
10314,0,1,54905,0,1,5,5,True
10314,0,2,44857,0,2,5,6,True
10314,1,2,44857,1,2,5,6,True
10319,0,1,103,1,2,5,6,True
10319,0,2,18867,1,2,5,22,True
10319,1,2,912,0,1,6,22,True
10327,0,1,40394,0,2,28,31,True
10327,0,2,15309,1,2,28,40,True
10327,1,2,46281,1,2,31,40,True
10344,0,1,69121,0,1,14,14,True
10344,0,2,47844,1,2,14,37,True
10344,1,2,49963,0,1,14,37,True
10349,0,1,37193,1,2,16,33,True
10349,0,2,27842,0,2,16,34,True
10349,1,2,27875,1,2,33,34,True
10355,0,1,62025,0,2,5,8,True
10355,0,2,63255,0,2,5,16,True
10355,1,2,66327,0,1,8,16,True
10361,0,1,1589,1,2,11,11,True
10361,0,2,4967,-1,1,11,21,False
10361,1,2,4967,-1,2,11,21,False
10364,0,1,10700,0,2,18,19,True
10364,0,2,13102,0,2,18,19,True
10364,1,2,40364,0,2,19,19,True
10375,0,1,69154,0,1,18,18,True
10375,0,2,16875,0,1,18,31,True
10375,1,2,19985,1,2,18,31,True
10383,0,1,70826,0,1,6,14,True
10383,0,2,3695,1,2,6,17,True
10383,1,2,30582,1,2,14,17,True
10400,0,1,93,0,2,3,39,True
10400,0,2,63026,0,2,3,40,True
10400,1,2,19350,1,2,39,40,True
10410,0,1,49717,0,1,4,7,True
10410,0,2,31700,0,2,4,31,True
10410,1,2,6026,0,1,7,31,True
10421,0,1,52773,1,2,6,24,True
10421,0,2,27540,0,1,6,25,True
10421,1,2,70461,1,2,24,25,True
10425,0,1,14751,0,1,22,22,True
10425,0,2,60666,0,2,22,23,True
10425,1,2,60666,1,2,22,23,True
10430,0,1,19229,1,2,40,40,True
10430,0,2,19804,1,2,40,40,True
10430,1,2,20040,0,1,40,40,True
10437,0,1,67661,1,2,27,35,True
10437,0,2,70813,0,1,27,35,True
10437,1,2,24635,1,2,35,35,True
10445,0,1,4299,0,2,8,17,True
10445,0,2,52777,1,2,8,23,True
10445,1,2,47738,0,2,17,23,True
10449,0,1,15591,0,2,1,32,True
10449,0,2,15591,1,2,1,32,True
10449,1,2,5218,1,2,32,32,True
10450,0,1,36157,1,2,5,5,True
10450,0,2,35322,0,2,5,6,True
10450,1,2,35322,1,2,5,6,True
10452,0,1,11676,1,2,31,31,True
10452,0,2,52091,0,2,31,34,True
10452,1,2,58740,0,2,31,34,True
10456,0,1,46448,0,1,8,10,True
10456,0,2,68765,0,1,8,16,True
10456,1,2,718,0,1,10,16,True
10459,0,1,23877,0,1,1,25,True
10459,0,2,33138,1,2,1,33,True
10459,1,2,63459,0,2,25,33,True
10461,0,1,42565,0,2,33,33,True
10461,0,2,42372,0,1,33,34,True
10461,1,2,45525,1,2,33,34,True
10464,0,1,27477,0,2,2,15,True
10464,0,2,6555,0,1,2,21,True
10464,1,2,37539,0,1,15,21,True
10470,0,1,27261,0,2,8,10,True
10470,0,2,72120,1,2,8,37,True
10470,1,2,6373,0,2,10,37,True
10476,0,1,14965,0,1,32,32,True
10476,0,2,30484,1,2,32,40,True
10476,1,2,34985,1,2,32,40,True
10479,0,1,56649,0,1,19,19,True
10479,0,2,56649,0,2,19,19,True
10479,1,2,56649,1,2,19,19,True
10494,0,1,51900,0,2,18,24,True
10494,0,2,52001,1,2,18,24,True
10494,1,2,28713,1,2,24,24,True
10508,0,1,13919,0,2,9,10,True
10508,0,2,35490,1,2,9,17,True
10508,1,2,37515,0,2,10,17,True
10517,0,1,71432,0,1,3,23,True
10517,0,2,72828,0,2,3,23,True
10517,1,2,42525,1,2,23,23,True
10542,0,1,63584,0,2,10,10,True
10542,0,2,63584,1,2,10,10,True
10542,1,2,63815,0,1,10,10,True
10546,0,1,60529,1,2,11,11,True
10546,0,2,61087,0,1,11,11,True
10546,1,2,61087,0,2,11,11,True
10560,0,1,42557,1,2,10,19,True
10560,0,2,4033,1,2,10,30,True
10560,1,2,13972,0,2,19,30,True
10562,0,1,2962,1,2,15,16,True
10562,0,2,21683,1,2,15,30,True
10562,1,2,35210,0,2,16,30,True
10576,0,1,11133,1,2,10,34,True
10576,0,2,45959,0,2,10,38,True
10576,1,2,65984,1,2,34,38,True
10589,0,1,66906,0,1,14,14,True
10589,0,2,67111,0,1,14,14,True
10589,1,2,67111,0,2,14,14,True
10590,0,1,51067,1,2,20,20,True
10590,0,2,51332,0,1,20,20,True
10590,1,2,52272,1,2,20,20,True
10594,0,1,11726,0,1,20,21,True
10594,0,2,40001,0,2,20,37,True
10594,1,2,44316,1,2,21,37,True
10601,0,1,70940,1,2,34,38,True
10601,0,2,48350,1,2,34,40,True
10601,1,2,12474,1,2,38,40,True
10602,0,1,17017,1,2,21,22,True
10602,0,2,15274,0,2,21,26,True
10602,1,2,15274,1,2,22,26,True
10606,0,1,10831,1,2,20,20,True
10606,0,2,24476,0,1,20,32,True
10606,1,2,24476,0,2,20,32,True
10622,0,1,30888,1,2,10,10,True
10622,0,2,31776,0,1,10,10,True
10622,1,2,33342,0,1,10,10,True
10630,0,1,5040,0,2,10,11,True
10630,0,2,5112,0,1,10,11,True
10630,1,2,31856,0,1,11,11,True
10631,0,1,66422,0,1,13,13,True
10631,0,2,21937,0,1,13,15,True
10631,1,2,26958,1,2,13,15,True
10632,0,1,26978,1,2,15,23,True
10632,0,2,27460,1,2,15,23,True
10632,1,2,27038,0,1,23,23,True
10634,0,1,27622,0,2,7,8,True
10634,0,2,20263,0,1,7,18,True
10634,1,2,32122,0,1,8,18,True
10639,0,1,37385,1,2,22,22,True
10639,0,2,19636,0,1,22,23,True
10639,1,2,20189,0,1,22,23,True
10659,0,1,21202,1,2,9,15,True
10659,0,2,60279,0,1,9,34,True
10659,1,2,11618,1,2,15,34,True
10664,0,1,35468,0,2,11,24,True
10664,0,2,54101,1,2,11,37,True
10664,1,2,39439,0,2,24,37,True
10672,0,1,31245,1,2,2,4,True
10672,0,2,23018,0,2,2,5,True
10672,1,2,65341,1,2,4,5,True
10674,0,1,71498,0,2,24,35,True
10674,0,2,3932,1,2,24,35,True
10674,1,2,41103,1,2,35,35,True
10687,0,1,51431,0,1,6,14,True
10687,0,2,5951,0,1,6,36,True
10687,1,2,35241,0,2,14,36,True
10697,0,1,33924,0,1,23,23,True
10697,0,2,33924,0,2,23,23,True
10697,1,2,33924,1,2,23,23,True
10700,0,1,47483,1,2,18,19,True
10700,0,2,48794,0,1,18,19,True
10700,1,2,26940,1,2,19,19,True
10702,0,1,17682,0,1,7,15,True
10702,0,2,42756,0,2,7,39,True
10702,1,2,39777,0,2,15,39,True
10715,0,1,63113,0,1,4,4,True
10715,0,2,64155,0,1,4,4,True
10715,1,2,64330,0,1,4,4,True
10721,0,1,6372,1,2,11,11,True
10721,0,2,50707,0,2,11,20,True
10721,1,2,50707,1,2,11,20,True
10737,0,1,59586,0,2,4,37,True
10737,0,2,62089,0,2,4,37,True
10737,1,2,18056,0,2,37,37,True
10739,0,1,44010,0,2,14,39,True
10739,0,2,32087,0,2,14,40,True
10739,1,2,20894,1,2,39,40,True
10740,0,1,15721,0,2,1,39,True
10740,0,2,19010,0,1,1,39,True
10740,1,2,29597,1,2,39,39,True
10746,0,1,3276,0,2,6,39,True
10746,0,2,3390,1,2,6,39,True
10746,1,2,34919,1,2,39,39,True
10768,0,1,43908,1,2,31,32,True
10768,0,2,46353,1,2,31,32,True
10768,1,2,55896,1,2,32,32,True
10769,0,1,25965,0,2,11,11,True
10769,0,2,62247,0,2,11,12,True
10769,1,2,62247,1,2,11,12,True
10771,0,1,45626,0,1,12,12,True
10771,0,2,48177,0,1,12,16,True
10771,1,2,53617,0,1,12,16,True
10780,0,1,13869,1,2,25,25,True
10780,0,2,28178,0,2,25,26,True
10780,1,2,28178,1,2,25,26,True
10784,0,1,41365,0,1,1,22,True
10784,0,2,50433,0,2,1,22,True
10784,1,2,27871,1,2,22,22,True
10791,0,1,62175,0,1,20,21,True
10791,0,2,63047,1,2,20,38,True
10791,1,2,16420,1,2,21,38,True
10793,0,1,2113,0,1,23,23,True
10793,0,2,2710,0,1,23,23,True
10793,1,2,2710,0,2,23,23,True
10797,0,1,22597,0,2,5,37,True
10797,0,2,70466,0,2,5,39,True
10797,1,2,22528,1,2,37,39,True
10813,0,1,8137,0,1,19,25,True
10813,0,2,71734,1,2,19,26,True
10813,1,2,38866,1,2,25,26,True
10818,0,1,67155,0,1,24,24,True
10818,0,2,67155,0,2,24,24,True
10818,1,2,67155,1,2,24,24,True
10824,0,1,20026,0,1,4,9,True
10824,0,2,53258,0,2,4,29,True
10824,1,2,54264,0,1,9,29,True
10825,0,1,1465,1,2,10,11,True
10825,0,2,2651,0,1,10,11,True
10825,1,2,53112,0,2,11,11,True
10831,0,1,63868,0,1,20,20,True
10831,0,2,63868,0,2,20,20,True
10831,1,2,63868,1,2,20,20,True
10839,0,1,15779,0,1,8,17,True
10839,0,2,48640,1,2,8,18,True
10839,1,2,21333,1,2,17,18,True
10868,0,1,54282,0,1,4,4,True
10868,0,2,55001,0,1,4,4,True
10868,1,2,55384,0,1,4,4,True
10913,0,1,27303,1,2,7,34,True
10913,0,2,33548,0,2,7,40,True
10913,1,2,45187,0,2,34,40,True
10915,0,1,33360,0,1,12,12,True
10915,0,2,39635,0,2,12,33,True
10915,1,2,49153,0,2,12,33,True
10917,0,1,67423,1,2,31,36,True
10917,0,2,70705,0,2,31,36,True
10917,1,2,16779,1,2,36,36,True
10929,0,1,3715,0,1,3,3,True
10929,0,2,55002,0,2,3,39,True
10929,1,2,55002,1,2,3,39,True
10933,0,1,14206,1,2,38,38,True
10933,0,2,15168,1,2,38,38,True
10933,1,2,15292,0,1,38,38,True
10934,0,1,41032,0,2,3,34,True
10934,0,2,41887,0,2,3,34,True
10934,1,2,5350,0,1,34,34,True
10939,0,1,42557,0,2,10,19,True
10939,0,2,60646,0,1,10,36,True
10939,1,2,36797,0,2,19,36,True
10950,0,1,17867,1,2,25,29,True
10950,0,2,18894,0,2,25,29,True
10950,1,2,23162,1,2,29,29,True
10988,0,1,34282,0,1,29,33,True
10988,0,2,35239,0,2,29,33,True
10988,1,2,99,0,1,33,33,True
10991,0,1,9183,0,1,16,28,True
10991,0,2,9183,0,2,16,28,True
10991,1,2,37750,0,2,28,28,True
10995,0,1,34045,0,2,16,28,True
10995,0,2,58641,1,2,16,29,True
10995,1,2,62260,1,2,28,29,True
11004,0,1,8280,0,1,18,23,True
11004,0,2,23595,1,2,18,23,True
11004,1,2,37501,0,2,23,23,True
11005,0,1,17242,0,1,7,14,True
11005,0,2,44688,0,1,7,20,True
11005,1,2,46915,0,2,14,20,True
11018,0,1,70124,0,1,1,1,True
11018,0,2,15664,0,2,1,17,True
11018,1,2,15664,1,2,1,17,True
11027,0,1,34644,1,2,4,5,True
11027,0,2,52670,0,2,4,30,True
11027,1,2,36031,0,1,5,30,True
11033,0,1,57750,0,2,1,1,True
11033,0,2,57750,1,2,1,1,True
11033,1,2,58405,0,1,1,1,True
11050,0,1,5929,0,2,4,13,True
11050,0,2,38375,1,2,4,16,True
11050,1,2,2980,-1,0,13,16,False
11062,0,1,46748,0,1,5,14,True
11062,0,2,58861,0,2,5,18,True
11062,1,2,39894,0,1,14,18,True
11068,0,1,70281,0,2,7,8,True
11068,0,2,56082,0,2,7,9,True
11068,1,2,58022,0,2,8,9,True
11070,0,1,43016,0,1,20,20,True
11070,0,2,19358,1,2,20,24,True
11070,1,2,19728,0,1,20,24,True
11072,0,1,61355,0,1,3,3,True
11072,0,2,36770,0,2,3,18,True
11072,1,2,36770,1,2,3,18,True
11094,0,1,57729,0,1,21,28,True
11094,0,2,30161,0,2,21,29,True
11094,1,2,60804,1,2,28,29,True
11098,0,1,32343,1,2,36,37,True
11098,0,2,32370,0,2,36,37,True
11098,1,2,34244,1,2,37,37,True
11103,0,1,8667,0,1,1,23,True
11103,0,2,55738,0,2,1,31,True
11103,1,2,49387,0,2,23,31,True
11106,0,1,5545,1,2,19,19,True
11106,0,2,5615,1,2,19,19,True
11106,1,2,5643,0,1,19,19,True
11116,0,1,63292,0,2,29,34,True
11116,0,2,65446,0,1,29,34,True
11116,1,2,7177,0,1,34,34,True
11117,0,1,40608,0,2,17,30,True
11117,0,2,64592,1,2,17,39,True
11117,1,2,17748,1,2,30,39,True
11118,0,1,70137,0,2,10,38,True
11118,0,2,70137,1,2,10,38,True
11118,1,2,38997,0,2,38,38,True
11120,0,1,44792,0,1,14,21,True
11120,0,2,2307,0,2,14,26,True
11120,1,2,41082,1,2,21,26,True
11123,0,1,70890,0,2,4,22,True
11123,0,2,969,0,2,4,22,True
11123,1,2,35465,0,1,22,22,True
11125,0,1,63707,1,2,4,23,True
11125,0,2,66423,0,1,4,23,True
11125,1,2,19489,0,1,23,23,True
11132,0,1,14766,0,1,3,22,True
11132,0,2,20194,0,2,3,22,True
11132,1,2,37385,1,2,22,22,True
11133,0,1,27102,0,1,4,10,True
11133,0,2,9092,0,2,4,34,True
11133,1,2,9092,1,2,10,34,True
11134,0,1,38366,1,2,16,38,True
11134,0,2,19701,0,2,16,39,True
11134,1,2,9668,1,2,38,39,True
11139,0,1,16680,0,1,24,26,True
11139,0,2,15718,0,2,24,37,True
11139,1,2,70347,1,2,26,37,True
11146,0,1,59473,0,1,30,30,True
11146,0,2,65653,1,2,30,40,True
11146,1,2,66717,0,1,30,40,True
11147,0,1,28933,0,2,10,10,True
11147,0,2,28933,1,2,10,10,True
11147,1,2,29813,0,1,10,10,True
11188,0,1,23970,1,2,21,27,True
11188,0,2,41248,0,2,21,40,True
11188,1,2,42200,1,2,27,40,True
11197,0,1,24748,0,1,10,14,True
11197,0,2,14538,0,1,10,16,True
11197,1,2,39105,0,1,14,16,True
11205,0,1,71330,0,2,3,28,True
11205,0,2,55016,0,1,3,29,True
